resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
KW80070,BALDA DE ARMARIO DE ANCHO 55 cm,Material,General,m,12.59,12.59,12.59,12.59,1,EUR,12.59,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KW80060,BARRA DE ARMARIO NIQUELADA 18 mm,Material,General,m,4.04,4.04,4.04,4.04,1,EUR,4.04,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM80060,MÓDULO ZAPATERO MELAMINA ROBLE 40 cm DE ANCHO,Material,General,u,74.15,74.15,74.15,74.15,1,EUR,74.15,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM80050,MODULO CAJONERA MELAMINA ROBLE 4 CAJONES DE 45 ANCHO,Material,General,u,135.95,135.95,135.95,135.95,1,EUR,135.95,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM80070,BARRA NIQUELADA ARMARIO,Material,General,m,3.97,3.97,3.97,3.97,1,EUR,3.97,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM80040,TABLERO AGLOMERADO TERMINACIÓN MELAMINA IMIT. ROBLE,Material,General,m2,9.33,9.33,9.33,9.33,1,EUR,55.05,5.9,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
IC38800,"EVAPORADORA ACOND. AIRE, PARTIDO HOR. 14500 fgr/H",Material,General,u,4013.96,4013.96,4013.96,4013.96,1,EUR,4013.96,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos de producción de frio y calor
IC50000,PUENTE MONTAJE DE AC. PARA DIFUSOR 300-425 mm DIM. CUELLO,Material,General,u,5.52,5.52,5.52,5.52,1,EUR,5.52,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC28200,DIFUSOR CUADRADO ALUM. ANOD. 300x300 mm DIMEN. CUELLO,Material,General,u,59.83,59.83,59.83,59.83,1,EUR,59.83,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC28100,DIFUSOR CUADRADO ALUM. ANOD. 225x225 mm DIMEN. CUELLO,Material,General,u,46.79,46.79,46.79,46.79,1,EUR,46.79,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
KM08200,TAPAJUNTAS SAPELLY 80X20 mm,Material,General,m,3.92,3.92,3.92,3.92,1,EUR,19.6,5.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM01800,CHAPA SAPELLY 3 mm ESPESOR,Material,General,m2,7.71,7.71,7.71,7.71,1,EUR,12.8,1.66,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM06400,MOLDURA SAPELLY 40X20 mm,Material,General,m,3.88,3.88,3.88,3.88,1,EUR,10.48,2.7,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM02300,HOJA DUELAS PINO FLANDES LIMPIO A UNA CARA,Material,General,u,97.78,97.78,97.78,97.78,1,EUR,48.89,0.5,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM01700,CHAPA PINO 3 mm ESPESOR,Material,General,m2,8.8,8.8,8.8,8.8,1,EUR,7.3,0.83,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM02500,HOJA FRENTE DUELAS PINO FLANDES LIMPIO DOS CARAS,Material,General,u,141.99,141.99,141.99,141.99,1,EUR,71.0,0.5,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
IC64600,"TORRE ENFRIAMIENTO V. AXIAL, 37 m3/h T. AGUA 35-30º BH 26º",Material,General,u,7071.76,7071.76,7071.76,7071.76,1,EUR,7071.76,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Torres de enfriamiento
IC64400,"TORRE ENFRIAMIENTO V. AXIAL, 20 m3/h T. AGUA 35-30º BH 26º",Material,General,u,3898.22,3898.22,3898.22,3898.22,1,EUR,3898.22,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Torres de enfriamiento
IC64200,"TORRE ENFRIAMIENTO V. AXIAL, 6,50 m3/h T. AGUA 35-30º BH 26º",Material,General,u,3123.58,3123.58,3123.58,3123.58,1,EUR,3123.58,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Torres de enfriamiento
IC65300,TORRE ENFRIAMTO. CTO. CERRADO 64 m3/h T. AGUA 35-30G BH 26G,Material,General,u,31674.46,31674.46,31674.46,31674.46,1,EUR,31674.46,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Torres de enfriamiento
IC65200,TORRE ENFRIAMTO. CTO. CERRADO 40 m3/h T. AGUA 35-30º BH 26º,Material,General,u,21813.67,21813.67,21813.67,21813.67,1,EUR,21813.67,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Torres de enfriamiento
IC65100,TORRE ENFRIAMTO. CTO. CERRADO 24 m3/h T. AGUA 35-30º BH 26º,Material,General,u,15015.4,15015.4,15015.4,15015.4,1,EUR,15015.4,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Torres de enfriamiento
IC22040,COMPUERTA CORTAFUEGOS GALV. REF. 900x300mm,Material,General,u,226.78,226.78,226.78,226.78,1,EUR,226.78,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC20230,COMPUERTA RECTANGULAR DE REGULACIÓN VAV AC. GALVANIZADO 300X200m,Material,General,u,167.8,167.8,167.8,167.8,1,EUR,167.8,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC20220,COMPUERTA RECTANGULAR DE REGULACIÓN VAV AC. GALVANIZADO 300X100m,Material,General,u,162.33,162.33,162.33,162.33,1,EUR,162.33,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC20210,COMPUERTA RECTANGULAR DE REGULACIÓN VAV AC. GALVANIZADO 200X200m,Material,General,u,158.71,158.71,158.71,158.71,1,EUR,158.71,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC20900N,"COMPUERTA REGULACIÓN, ACC. MANUAL PARA REJILLA 600X200 mm",Material,General,u,55.56,55.56,55.56,55.56,1,EUR,55.56,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC20900,"COMPUERTA REGULACION, ACC. MANUAL PARA REJILLA 500x250 mm",Material,General,u,42.39,42.39,42.39,42.39,1,EUR,42.39,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
KM02200,HOJA DUELAS PINO FLANDES A UNA CARA,Material,General,u,90.85,90.85,90.85,90.85,1,EUR,45.42,0.5,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Pintar
KM03100,HOJA NORMALIZADA OKUME 45 mm,Material,General,u,46.07,46.07,46.07,46.07,1,EUR,23.04,0.5,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Pintar
KM80200,POSTIGO FRAILERO SAPELLY PARA BARNIZAR,Material,General,u,131.7,131.7,131.7,131.7,1,EUR,46.09,0.35,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
IC09900,BRIDA GALV. PARA CONDUCTO CIRCULAR DE 300 Y 350 mm DIÁM.,Material,General,u,5.71,5.71,5.71,5.71,1,EUR,3.71,0.65,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC26030,CONDUCTO FLEX. CIRCULAR. AIS. 203 mm DIÁM.,Material,General,m,3.82,3.82,3.82,3.82,1,EUR,3.82,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC26020,CONDUCTO FLEX. CIRCULAR. AIS. 152 mm DIÁM.,Material,General,m,3.08,3.08,3.08,3.08,1,EUR,3.08,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC26010,CONDUCTO FLEX. CIRCULAR. AIS. 102 mm DIÁM.,Material,General,m,2.49,2.49,2.49,2.49,1,EUR,2.49,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC49600,PLENUM PARA DIFUSOR LINEAL 3 VÍAS Y 100 cm,Material,General,u,43.46,43.46,43.46,43.46,1,EUR,43.46,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC28800,DIFUSOR LINEAL ALUM. ANOD. 3 VÍAS Y 100 cm,Material,General,u,93.94,93.94,93.94,93.94,1,EUR,93.94,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC49200,PLENUM PARA DIFUSOR LINEAL 2 VÍAS Y 50 cm,Material,General,u,28.67,28.67,28.67,28.67,1,EUR,28.67,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC28400,DIFUSOR LINEAL ALUM. ANOD. 2 VÍAS Y 50 cm,Material,General,u,37.31,37.31,37.31,37.31,1,EUR,37.31,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
KM80080,PUERTA CORTAFUEGO MADERA ROBLE EI-30,Material,General,u,512.16,512.16,512.16,512.16,1,EUR,512.16,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM03400,HOJA VIDRIERA MELAMINADA 35 mm,Material,General,u,99.24,99.24,99.24,99.24,1,EUR,55.57,0.56,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
RD0005A,CASONETO,Material,General,m2,80.0,80.0,80.0,80.0,1,EUR,80.0,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
TBA00001,TABLERO PARA PINTAR,Labor,Labor,u,189.74,189.74,189.74,189.74,1,EUR,189.74,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
FPLOMO1,LAMINA DE PLOMO 2MM.,Material,General,m2,35.0,35.0,35.0,35.0,1,EUR,122.5,3.5,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM06800,PUERTA ABATIBLE MAD. PINO FLANDES (T-IV),Material,General,m2,124.46,124.46,124.46,124.46,1,EUR,124.46,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM06700,PUERTA ABATIBLE MAD. PINO FLANDES (T-III),Material,General,m2,126.68,126.68,126.68,126.68,1,EUR,126.68,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM80190,HOJA VIDRIERA BALCONERA SAPELLY PARA PINTAR,Material,General,u,338.39,338.39,338.39,338.39,1,EUR,189.5,0.56,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Pintar
KM03300,HOJA PALILLERIA OKUME 35 mm,Material,General,u,146.8,146.8,146.8,146.8,1,EUR,82.21,0.56,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Pintar
IC27200,DIFUSOR CIRCULAR ALUM. ANOD. NUCLEO REGUL. 150 mm DIÁM. CUELLO,Material,General,u,38.36,38.36,38.36,38.36,1,EUR,38.36,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC27800N,DIFUSOR CIRCULAR ALUMINIO ANODIZADO 250 mm DIÁMETRO CUELLO CON COMP.,Material,General,u,134.97,134.97,134.97,134.97,1,EUR,134.97,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC27700,DIFUSOR CIRCULAR ALUMINIO ANODIZADO 200 mm DIÁM. CUELLO,Material,General,u,28.04,28.04,28.04,28.04,1,EUR,28.04,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC19730,COMPUERTA CIRCULAR MANUAL AC. GALVANIZADO 250mm DIAM.,Material,General,u,69.77,69.77,69.77,69.77,1,EUR,69.77,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC19720,COMPUERTA CIRCULAR MANUAL AC. GALVANIZADO 200mm DIAM.,Material,General,u,62.4,62.4,62.4,62.4,1,EUR,62.4,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC19710,COMPUERTA CIRCULAR MANUAL AC. GALVANIZADO 160mm DIAM.,Material,General,u,59.52,59.52,59.52,59.52,1,EUR,59.52,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
IC19110,COMPUERTA CIRCULAR DE REGULACIÓN VAV AC. GALVANIZADO 125mm DIAM,Material,General,u,141.69,141.69,141.69,141.69,1,EUR,141.69,1.0,1,1,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
KM80156,VENTANA BASCULANTE OJO DE BUEY PINO FLANDES 1ª (T-IV),Material,General,m2,256.08,256.08,256.08,256.08,1,EUR,256.08,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM80154,VENTANA BASCULANTE OJO DE BUEY PINO FLANDES 1ª (T-II),Material,General,m2,343.88,343.88,343.88,343.88,1,EUR,343.88,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM80152,VENTANA BASCULANTE OJO DE BUEY PINO FLANDES 1ª (T-I),Material,General,m2,571.6,571.6,571.6,571.6,1,EUR,571.6,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM80150,VENTANA BASCULANTE OJO DE BUEY PINO FLANDES 1ª,Material,General,m2,301.81,301.81,301.81,301.81,1,EUR,301.81,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM08600,VENTANA ABATIBLE MAD. PINO FLANDES 1ª (T-IV),Material,General,m2,125.84,125.84,125.84,125.84,1,EUR,125.84,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM08500,VENTANA ABATIBLE MAD. PINO FLANDES 1ª (T-III),Material,General,m2,129.68,129.68,129.68,129.68,1,EUR,129.68,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM08400,VENTANA ABATIBLE MAD. PINO FLANDES 1ª (T-II),Material,General,m2,142.26,142.26,142.26,142.26,1,EUR,142.26,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM10200,VENTANA FIJA MAD. PINO FLANDES 1ª (T-IV),Material,General,m2,87.87,87.87,87.87,87.87,1,EUR,87.87,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM10100,VENTANA FIJA MAD. PINO FLANDES 1ª (T-III),Material,General,m2,95.94,95.94,95.94,95.94,1,EUR,95.94,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM10000,VENTANA FIJA MAD. PINO FLANDES 1ª (T-II),Material,General,m2,99.38,99.38,99.38,99.38,1,EUR,99.38,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KW03801N,POMO LATÓN PARA PUERTA,Material,General,u,1.99,1.99,1.99,1.99,1,EUR,3.98,2.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KW20021N,CERRADURA PUERTA INDICADORA BAÑOS,Material,General,u,11.49,11.49,11.49,11.49,1,EUR,11.49,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM080020N,PUERTA FEN. 1 HOJA CIEGA ELEVADA,Material,General,m²,68.96,68.96,68.96,68.96,1,EUR,68.96,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM80110,PUERTA CORTAFUEGO MADERA HAYA EI-60,Material,General,u,695.07,695.07,695.07,695.07,1,EUR,695.07,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM80100,PUERTA CORTAFUEGO MADERA HAYA EI-30,Material,General,u,457.28,457.28,457.28,457.28,1,EUR,457.28,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KM80090,PUERTA CORTAFUEGO MADERA ROBLE EI-60,Material,General,u,786.53,786.53,786.53,786.53,1,EUR,786.53,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Varios
KP00500,PUERTA CORREDERA PVC (T-III) BLANCO,Material,General,m2,139.23,139.23,139.23,139.23,1,EUR,139.23,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Correderas
KP80035,PUERTA ABATIBLE PVC IMITANDO MADERA (T-IV) BLANCO,Material,General,m2,194.83,194.83,194.83,194.83,1,EUR,194.83,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KP80030,PUERTA ABATIBLE PVC IMITANDO MADERA,Material,General,m2,200.79,200.79,200.79,200.79,1,EUR,200.79,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KP80025,PUERTA ABATIBLE PVC COLOR (T-IV) BLANCO,Material,General,m2,181.84,181.84,181.84,181.84,1,EUR,181.84,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KP80020,PUERTA ABATIBLE PVC COLOR,Material,General,m2,186.17,186.17,186.17,186.17,1,EUR,186.17,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KP02200,PUERTA ABATIBLE POLIURETANO (T-IV) ACABADO COLOR,Material,General,m2,222.52,222.52,222.52,222.52,1,EUR,222.52,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KP02100,PUERTA ABATIBLE POLIURETANO (T-III) ACABADO COLOR,Material,General,m2,281.69,281.69,281.69,281.69,1,EUR,281.69,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KP00400,PUERTA ABATIBLE PVC (T-IV) BLANCO,Material,General,m2,174.83,174.83,174.83,174.83,1,EUR,174.83,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KP00300,PUERTA ABATIBLE PVC (T-III) BLANCO,Material,General,m2,171.99,171.99,171.99,171.99,1,EUR,171.99,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
KP02000,MAMPARA FIJA POLIURETANO (T-IV) ACABADO COLOR,Material,General,m2,87.3,87.3,87.3,87.3,1,EUR,87.3,1.0,1,1,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Fijas
